iter	Logloss
0	0.6235124443
1	0.5618018246
2	0.494940905
3	0.4462253979
4	0.4004222063
5	0.3622921891
6	0.3241796316
7	0.2910047795
8	0.262751771
9	0.2359798671
10	0.2105617742
11	0.1896306737
12	0.1719850981
13	0.1552477254
14	0.1408290516
15	0.1274225844
16	0.1168316199
17	0.1066991291
18	0.09720214351
19	0.08963063519
20	0.08134059907
21	0.07567285428
22	0.06915868164
23	0.06373021677
24	0.05896197081
25	0.05378971294
26	0.04906351093
27	0.04539568035
28	0.04245960554
29	0.03900493185
30	0.03603201402
31	0.03349893016
32	0.03118160736
33	0.02843645785
34	0.0267218496
35	0.02463135001
36	0.02271873453
37	0.02135185454
38	0.01986703063
39	0.0187994466
40	0.01774874525
41	0.01677808871
42	0.01578608097
43	0.01483685886
44	0.0140354287
45	0.0129649233
46	0.0123530359
47	0.01168653593
48	0.01109047236
49	0.01054395267
50	0.009952685897
51	0.009462880791
52	0.009046783009
53	0.008723044332
54	0.008195945835
55	0.007844585061
56	0.007533108897
57	0.007232523344
58	0.006974659148
59	0.006699648703
60	0.006424992447
61	0.006170062099
62	0.005887284471
63	0.005602539847
64	0.005425785797
65	0.005182496051
66	0.005001301232
67	0.004792691003
68	0.00458903063
69	0.004430557065
70	0.004283703757
71	0.004169292472
72	0.004025806269
73	0.003860835236
74	0.003748614512
75	0.003645978615
76	0.003534887735
77	0.003416479111
78	0.003323676576
79	0.003246640526
80	0.003141169502
81	0.003065162264
82	0.002979097869
83	0.002861747881
84	0.002710035344
85	0.002647458148
86	0.002562847268
87	0.002485219824
88	0.002434948143
89	0.002393313858
90	0.002320865385
91	0.002287653718
92	0.002233112583
93	0.00214700981
94	0.002091708741
95	0.002038143012
96	0.001978095075
97	0.001936309589
98	0.001897265367
99	0.001810205221
100	0.001766042371
101	0.001728778341
102	0.001698169221
103	0.001659245566
104	0.001623470308
105	0.001598664265
106	0.001570234261
107	0.001551392669
108	0.00153034572
109	0.001485310923
110	0.001466793695
111	0.001442881447
112	0.001390947021
113	0.00135889953
114	0.00133934667
115	0.001318398672
116	0.001290103107
117	0.001272042487
118	0.001255033914
119	0.001234955898
120	0.00120438874
121	0.001187895613
122	0.001168068442
123	0.001145306614
124	0.001132181286
125	0.001110767317
126	0.001097637018
127	0.00108366737
128	0.00107314378
129	0.00106120043
130	0.001046004415
131	0.001017220801
132	0.001004950195
133	0.000995706378
134	0.0009800734074
135	0.0009642065843
136	0.0009504606166
137	0.0009344851325
138	0.0009245742636
139	0.0009152098209
140	0.0009050360269
141	0.0008928864516
142	0.0008806390814
143	0.0008718341853
144	0.0008614545133
145	0.0008526314684
146	0.000843081146
147	0.0008239655314
148	0.000813454079
149	0.0008134621708
150	0.0007988115422
151	0.0007988220615
152	0.0007903251153
153	0.000778638621
154	0.0007684388755
155	0.0007600849805
156	0.00075004551
157	0.0007396757216
158	0.0007396769353
159	0.0007240895099
160	0.0007157153276
161	0.0007157190845
162	0.0007057858475
163	0.0007057738254
164	0.0006954916016
165	0.0006879371743
166	0.0006779860199
167	0.000669368275
168	0.0006561580409
169	0.0006492405522
170	0.0006404564635
171	0.0006315077649
172	0.000622677264
173	0.0006226708484
174	0.0006226759347
175	0.0006140299842
176	0.0006043812889
177	0.0005954679629
178	0.0005841063535
179	0.0005841063535
180	0.0005840923663
181	0.0005840973947
182	0.0005778838331
183	0.0005623543794
184	0.0005623625868
185	0.0005623625868
186	0.0005474949251
187	0.0005474890874
188	0.0005474896654
189	0.0005474859085
190	0.0005474859085
191	0.0005379879515
192	0.0005286596328
193	0.0005286596328
194	0.0005286455878
195	0.0005286457612
196	0.0005286474374
197	0.0005286526392
198	0.0005204821964
199	0.0005204760119
200	0.0005204706945
201	0.0005204706945
202	0.0005204592504
203	0.0005204706367
204	0.0005204706367
205	0.0005204706367
206	0.0005204706367
207	0.0005204440494
208	0.0005204614467
209	0.0005204550311
210	0.0005116935994
211	0.0005117119793
212	0.0005116933682
213	0.0005116885131
214	0.0005116797277
215	0.0005116855076
216	0.0005116881663
217	0.0005116778782
218	0.000511668746
219	0.0005116781672
220	0.0005116781672
221	0.0005116711158
222	0.0005116637754
223	0.000511656724
224	0.0005116505395
225	0.0005116500194
226	0.0005116500194
227	0.0005116500194
228	0.0005116598451
229	0.0005116419854
230	0.0005116419854
231	0.000503820067
232	0.0005038213964
233	0.0005038213964
234	0.0005038213964
235	0.0005038027853
236	0.0005038130734
237	0.0005037918036
238	0.0005037901274
239	0.0005037930173
240	0.0005037861393
241	0.0004998457318
242	0.0004998508181
243	0.0004998508181
244	0.0004998334786
245	0.0004998334786
246	0.0004998276409
247	0.0004998362529
248	0.0004998209363
249	0.0004998209363
250	0.0004998209363
251	0.0004998229593
252	0.0004998187978
253	0.0004998110528
254	0.0004998230749
255	0.0004998127867
256	0.000499801805
257	0.0004998064289
258	0.0004917410058
259	0.0004917359195
260	0.0004917244754
261	0.0004917226259
262	0.0004917080607
263	0.000491720025
264	0.0004917047084
265	0.0004917045928
266	0.0004837883474
267	0.0004837773079
268	0.0004837785795
269	0.0004837612977
270	0.000483762367
271	0.000483762367
272	0.0004837743024
273	0.0004837743024
274	0.0004837605753
275	0.0004837654881
276	0.0004837568762
277	0.0004837545931
278	0.0004837594482
279	0.0004837352884
280	0.0004837512408
281	0.0004837512408
282	0.0004837449408
283	0.0004837471371
284	0.0004837450853
285	0.0004757697699
286	0.000475745379
287	0.0004757633543
288	0.0004757490781
289	0.0004757490781
290	0.0004681909228
291	0.0004681871948
292	0.0004681874549
293	0.0004681918476
294	0.0004681871081
295	0.0004681719071
296	0.0004681909228
297	0.0004681873971
298	0.0004681748259
299	0.0004681695663
300	0.0004681592493
301	0.0004681454065
302	0.0004681576887
303	0.0004681564749
304	0.0004681564749
305	0.0004681493946
306	0.0004681493946
307	0.0004681542208
308	0.0004681506662
309	0.0004681498281
310	0.0004681385574
311	0.0004681360721
312	0.0004681373437
313	0.0004681278358
314	0.0004681356675
315	0.0004681306101
316	0.0004681306101
317	0.0004681370547
318	0.0004681391354
319	0.0004681185014
320	0.0004681271133
321	0.0004681161316
322	0.0004681137041
323	0.0004681158426
324	0.0004681178656
325	0.0004681047453
326	0.0004681047453
327	0.0004681026068
328	0.0004681067105
329	0.0004681113633
330	0.000468107144
331	0.0004680824352
332	0.0004680920586
333	0.0004597501567
334	0.0004597436544
335	0.0004597313144
336	0.0004597313144
337	0.0004597290025
338	0.0004597155933
339	0.0004597141483
340	0.000459716807
341	0.0004597184254
342	0.0004597105648
343	0.0004597171538
344	0.0004596972423
